,Order ID,Customer ID,Order DateTime,Product Name,Category,Quantity,Price,City,Delivery Time (mins),Order Status,Total Amount,Order Hour,Day,Month,IsWeekend,Order Period,High Order Value,Fast Delivery
163,ORD1163,CUST141,2023-01-14 15:59:00,Potatoes,Vegetables,4,160.67,Hyderabad,86.79,Delivered,642.68,15,Saturday,January,Yes,Afternoon,Yes,Slow
164,ORD1164,CUST239,2023-05-31 00:39:00,Butter,Dairy,5,71.1,Chennai,0.0,Cancelled,355.5,0,Wednesday,May,No,Night,No,Fast
165,ORD1165,CUST377,2023-07-23 10:25:00,Wheat Flour,Grains,3,162.76,Mumbai,67.61,Delivered,488.28,10,Sunday,July,Yes,Morning,No,Slow
166,ORD1166,CUST186,2023-06-26 21:25:00,Milk,Dairy,4,55.96,Hyderabad,75.42,Delivered,223.84,21,Monday,June,No,Night,No,Slow
167,ORD1167,CUST227,2023-06-26 11:48:00,Fish,Meat,3,440.31,Chennai,0.0,Returned,1320.93,11,Monday,June,No,Morning,Yes,Fast
168,ORD1168,CUST282,2023-09-16 18:31:00,Eggs,Dairy,1,138.95,Mumbai,28.55,Delivered,138.95,18,Saturday,September,Yes,Evening,No,Fast
169,ORD1169,CUST445,2023-01-12 05:01:00,Butter,Dairy,1,189.07,Chennai,52.51,Delivered,189.07,5,Thursday,January,No,Morning,No,Slow
170,ORD1170,CUST325,2023-06-19 10:41:00,Fish,Meat,4,285.64,Chennai,30.43,Delivered,1142.56,10,Monday,June,No,Morning,Yes,Slow
171,ORD1171,CUST339,2023-05-13 03:48:00,Toothpaste,Personal Care,5,361.71,Pune,36.36,Delivered,1808.55,3,Saturday,May,Yes,Night,Yes,Slow
172,ORD1172,CUST367,2023-03-26 05:15:00,Bananas,Fruits,2,277.41,Hyderabad,30.35,Delivered,554.82,5,Sunday,March,Yes,Morning,Yes,Slow
173,ORD1173,CUST349,2023-11-10 10:43:00,Chicken,Meat,5,359.73,Pune,19.08,Delivered,1798.65,10,Friday,November,No,Morning,Yes,Fast
174,ORD1174,CUST494,2023-12-21 07:20:00,Wheat Flour,Grains,2,293.27,Hyderabad,0.0,Returned,586.54,7,Thursday,December,No,Morning,Yes,Fast
175,ORD1175,CUST413,2023-01-13 15:00:00,Toothpaste,Personal Care,2,140.76,Pune,42.28,Delivered,281.52,15,Friday,January,No,Afternoon,No,Slow
176,ORD1176,CUST104,2023-02-12 20:39:00,Onions,Vegetables,5,299.77,Mumbai,0.0,Returned,1498.85,20,Sunday,February,Yes,Evening,Yes,Fast
177,ORD1177,CUST206,2023-07-01 20:54:00,Milk,Dairy,1,40.33,Pune,37.43,Delivered,40.33,20,Saturday,July,Yes,Evening,No,Slow
178,ORD1178,CUST319,2023-04-17 21:00:00,Onions,Vegetables,3,139.2,Kolkata,32.14,Delivered,417.59999999999997,21,Monday,April,No,Night,No,Slow
179,ORD1179,CUST345,2023-12-11 09:26:00,Apples,Fruits,3,139.73,Mumbai,0.0,Cancelled,419.18999999999994,9,Monday,December,No,Morning,No,Fast
180,ORD1180,CUST109,2023-02-14 12:41:00,Shampoo,Personal Care,4,184.55,Hyderabad,39.29,Delivered,738.2,12,Tuesday,February,No,Afternoon,Yes,Slow
181,ORD1181,CUST112,2023-01-30 11:35:00,Milk,Dairy,3,298.71,Chennai,24.33,Delivered,896.1299999999999,11,Monday,January,No,Morning,Yes,Fast
182,ORD1182,CUST350,2023-05-27 02:05:00,Apples,Fruits,5,493.72,Hyderabad,89.13,Delivered,2468.6000000000004,2,Saturday,May,Yes,Night,Yes,Slow
183,ORD1183,CUST369,2023-09-01 08:38:00,Bananas,Fruits,1,296.02,Pune,38.25,Delivered,296.02,8,Friday,September,No,Morning,No,Slow
184,ORD1184,CUST340,2023-02-06 07:39:00,Milk,Dairy,4,174.06,Chennai,45.66,Delivered,696.24,7,Monday,February,No,Morning,Yes,Slow
185,ORD1185,CUST450,2023-03-14 13:09:00,Bananas,Fruits,3,35.68,Chennai,52.23,Delivered,107.03999999999999,13,Tuesday,March,No,Afternoon,No,Slow
186,ORD1186,CUST165,2023-01-20 18:02:00,Wheat Flour,Grains,2,239.62,Chennai,0.0,Returned,479.24,18,Friday,January,No,Evening,No,Fast
187,ORD1187,CUST448,2023-11-13 17:27:00,Tomatoes,Vegetables,4,441.7,Delhi,68.5,Delivered,1766.8,17,Monday,November,No,Evening,Yes,Slow
188,ORD1188,CUST394,2023-12-13 12:13:00,Rice,Grains,2,223.85,Chennai,0.0,Cancelled,447.7,12,Wednesday,December,No,Afternoon,No,Fast
189,ORD1189,CUST296,2023-03-25 08:45:00,Bread,Bakery,2,483.44,Hyderabad,81.34,Delivered,966.88,8,Saturday,March,Yes,Morning,Yes,Slow
190,ORD1190,CUST447,2023-01-18 19:47:00,Potatoes,Vegetables,1,493.36,Kolkata,61.24,Delivered,493.36,19,Wednesday,January,No,Evening,No,Slow
191,ORD1191,CUST291,2023-05-09 14:24:00,Butter,Dairy,1,336.17,Chennai,71.29,Delivered,336.17,14,Tuesday,May,No,Afternoon,No,Slow
192,ORD1192,CUST500,2023-09-22 16:51:00,Potatoes,Vegetables,2,263.74,Mumbai,13.58,Delivered,527.48,16,Friday,September,No,Afternoon,Yes,Fast
193,ORD1193,CUST377,2023-01-09 05:57:00,Butter,Dairy,4,190.79,Hyderabad,35.74,Delivered,763.16,5,Monday,January,No,Morning,Yes,Slow
194,ORD1194,CUST296,2023-11-28 15:51:00,Eggs,Dairy,3,446.16,Hyderabad,66.22,Delivered,1338.48,15,Tuesday,November,No,Afternoon,Yes,Slow
195,ORD1195,CUST204,2023-07-10 05:09:00,Wheat Flour,Grains,5,180.39,Hyderabad,46.45,Delivered,901.9499999999999,5,Monday,July,No,Morning,Yes,Slow
196,ORD1196,CUST214,2023-12-29 16:09:00,Wheat Flour,Grains,3,137.51,Chennai,33.94,Delivered,412.53,16,Friday,December,No,Afternoon,No,Slow
197,ORD1197,CUST499,2023-07-14 00:12:00,Rice,Grains,3,332.4,Mumbai,51.44,Delivered,997.1999999999999,0,Friday,July,No,Night,Yes,Slow
198,ORD1198,CUST417,2023-11-05 22:16:00,Fish,Meat,1,77.43,Pune,10.7,Delivered,77.43,22,Sunday,November,Yes,Night,No,Fast
199,ORD1199,CUST150,2023-10-15 06:36:00,Milk,Dairy,1,379.86,Kolkata,46.13,Delivered,379.86,6,Sunday,October,Yes,Morning,No,Slow
200,ORD1200,CUST185,2023-11-28 00:19:00,Milk,Dairy,1,239.29,Chennai,86.47,Delivered,239.29,0,Tuesday,November,No,Night,No,Slow
201,ORD1201,CUST171,2023-09-25 07:22:00,Apples,Fruits,3,237.79,Chennai,0.0,Returned,713.37,7,Monday,September,No,Morning,Yes,Fast
202,ORD1202,CUST313,2023-10-14 05:03:00,Bananas,Fruits,5,201.23,Hyderabad,18.2,Delivered,1006.15,5,Saturday,October,Yes,Morning,Yes,Fast
203,ORD1203,CUST199,2023-11-24 14:01:00,Eggs,Dairy,1,199.95,Hyderabad,0.0,Returned,199.95,14,Friday,November,No,Afternoon,No,Fast
204,ORD1204,CUST479,2023-04-05 10:37:00,Eggs,Dairy,5,271.21,Bangalore,41.7,Delivered,1356.05,10,Wednesday,April,No,Morning,Yes,Slow
205,ORD1205,CUST376,2023-12-20 12:30:00,Chicken,Meat,2,306.17,Delhi,0.0,Returned,612.34,12,Wednesday,December,No,Afternoon,Yes,Fast
206,ORD1206,CUST288,2023-02-05 07:38:00,Apples,Fruits,5,105.26,Pune,80.1,Delivered,526.3000000000001,7,Sunday,February,Yes,Morning,Yes,Slow
207,ORD1207,CUST364,2023-09-02 06:15:00,Milk,Dairy,5,359.49,Chennai,0.0,Cancelled,1797.45,6,Saturday,September,Yes,Morning,Yes,Fast
208,ORD1208,CUST106,2023-11-09 01:21:00,Shampoo,Personal Care,5,455.69,Kolkata,38.16,Delivered,2278.45,1,Thursday,November,No,Night,Yes,Slow
209,ORD1209,CUST202,2023-02-09 08:56:00,Shampoo,Personal Care,4,229.05,Chennai,68.64,Delivered,916.2,8,Thursday,February,No,Morning,Yes,Slow
210,ORD1210,CUST216,2023-10-12 11:55:00,Apples,Fruits,1,400.58,Kolkata,52.82,Delivered,400.58,11,Thursday,October,No,Morning,No,Slow
211,ORD1211,CUST429,2023-03-28 02:17:00,Chicken,Meat,1,60.06,Chennai,0.0,Returned,60.06,2,Tuesday,March,No,Night,No,Fast
212,ORD1212,CUST488,2023-05-31 13:27:00,Rice,Grains,2,463.96,Delhi,65.52,Delivered,927.92,13,Wednesday,May,No,Afternoon,Yes,Slow
213,ORD1213,CUST121,2023-06-03 22:44:00,Toothpaste,Personal Care,1,50.88,Kolkata,0.0,Returned,50.88,22,Saturday,June,Yes,Night,No,Fast
214,ORD1214,CUST288,2023-07-05 03:37:00,Bread,Bakery,4,35.81,Bangalore,0.0,Cancelled,143.24,3,Wednesday,July,No,Night,No,Fast
215,ORD1215,CUST418,2023-01-08 10:31:00,Eggs,Dairy,1,150.14,Pune,65.67,Delivered,150.14,10,Sunday,January,Yes,Morning,No,Slow
216,ORD1216,CUST412,2023-09-25 04:33:00,Potatoes,Vegetables,3,147.51,Chennai,0.0,Cancelled,442.53,4,Monday,September,No,Night,No,Fast
217,ORD1217,CUST129,2023-10-11 15:48:00,Butter,Dairy,2,482.15,Pune,0.0,Cancelled,964.3,15,Wednesday,October,No,Afternoon,Yes,Fast
218,ORD1218,CUST263,2023-04-07 16:05:00,Fish,Meat,1,282.22,Hyderabad,48.29,Delivered,282.22,16,Friday,April,No,Afternoon,No,Slow
219,ORD1219,CUST461,2023-11-03 16:19:00,Shampoo,Personal Care,3,376.69,Delhi,73.43,Delivered,1130.07,16,Friday,November,No,Afternoon,Yes,Slow
220,ORD1220,CUST272,2023-03-15 15:48:00,Potatoes,Vegetables,5,442.83,Bangalore,78.85,Delivered,2214.15,15,Wednesday,March,No,Afternoon,Yes,Slow
221,ORD1221,CUST177,2023-09-19 11:24:00,Onions,Vegetables,4,256.09,Chennai,37.53,Delivered,1024.36,11,Tuesday,September,No,Morning,Yes,Slow
222,ORD1222,CUST369,2023-07-31 14:12:00,Fish,Meat,2,243.48,Kolkata,79.74,Delivered,486.96,14,Monday,July,No,Afternoon,No,Slow
223,ORD1223,CUST291,2023-02-23 22:56:00,Chicken,Meat,4,225.85,Hyderabad,80.15,Delivered,903.4,22,Thursday,February,No,Night,Yes,Slow
224,ORD1224,CUST136,2023-05-02 18:27:00,Potatoes,Vegetables,1,373.11,Kolkata,85.61,Delivered,373.11,18,Tuesday,May,No,Evening,No,Slow
225,ORD1225,CUST297,2023-04-24 17:49:00,Apples,Fruits,5,259.91,Kolkata,81.42,Delivered,1299.5500000000002,17,Monday,April,No,Evening,Yes,Slow
226,ORD1226,CUST435,2023-02-26 15:34:00,Apples,Fruits,4,35.04,Delhi,28.53,Delivered,140.16,15,Sunday,February,Yes,Afternoon,No,Fast
227,ORD1227,CUST462,2023-03-12 10:14:00,Apples,Fruits,2,460.23,Chennai,0.0,Returned,920.46,10,Sunday,March,Yes,Morning,Yes,Fast
228,ORD1228,CUST396,2023-03-04 01:59:00,Butter,Dairy,5,411.14,Delhi,49.0,Delivered,2055.7,1,Saturday,March,Yes,Night,Yes,Slow
229,ORD1229,CUST417,2023-03-10 02:26:00,Rice,Grains,2,340.88,Delhi,37.18,Delivered,681.76,2,Friday,March,No,Night,Yes,Slow
230,ORD1230,CUST388,2023-01-22 16:40:00,Butter,Dairy,4,154.42,Chennai,44.16,Delivered,617.68,16,Sunday,January,Yes,Afternoon,Yes,Slow
231,ORD1231,CUST485,2023-06-04 04:29:00,Bread,Bakery,2,41.38,Chennai,0.0,Cancelled,82.76,4,Sunday,June,Yes,Night,No,Fast
232,ORD1232,CUST467,2023-06-04 13:43:00,Toothpaste,Personal Care,1,48.77,Bangalore,85.57,Delivered,48.77,13,Sunday,June,Yes,Afternoon,No,Slow
233,ORD1233,CUST296,2023-04-10 22:04:00,Wheat Flour,Grains,1,185.7,Delhi,59.71,Delivered,185.7,22,Monday,April,No,Night,No,Slow
234,ORD1234,CUST496,2023-05-02 15:30:00,Milk,Dairy,3,25.09,Pune,36.11,Delivered,75.27,15,Tuesday,May,No,Afternoon,No,Slow
235,ORD1235,CUST277,2023-07-03 07:38:00,Eggs,Dairy,4,232.27,Kolkata,44.0,Delivered,929.08,7,Monday,July,No,Morning,Yes,Slow
236,ORD1236,CUST109,2023-06-23 21:42:00,Eggs,Dairy,2,212.86,Bangalore,13.84,Delivered,425.72,21,Friday,June,No,Night,No,Fast
237,ORD1237,CUST418,2023-06-18 12:50:00,Bananas,Fruits,3,479.71,Hyderabad,60.36,Delivered,1439.1299999999999,12,Sunday,June,Yes,Afternoon,Yes,Slow
238,ORD1238,CUST170,2023-10-08 23:22:00,Rice,Grains,3,343.72,Pune,26.39,Delivered,1031.16,23,Sunday,October,Yes,Night,Yes,Fast
239,ORD1239,CUST343,2023-10-18 04:09:00,Butter,Dairy,3,90.82,Hyderabad,0.0,Cancelled,272.46,4,Wednesday,October,No,Night,No,Fast
240,ORD1240,CUST332,2023-01-31 07:28:00,Butter,Dairy,1,129.91,Delhi,0.0,Cancelled,129.91,7,Tuesday,January,No,Morning,No,Fast
241,ORD1241,CUST153,2023-02-15 17:21:00,Toothpaste,Personal Care,1,356.49,Delhi,35.95,Delivered,356.49,17,Wednesday,February,No,Evening,No,Slow
242,ORD1242,CUST243,2023-01-01 13:21:00,Eggs,Dairy,5,243.43,Mumbai,44.87,Delivered,1217.15,13,Sunday,January,Yes,Afternoon,Yes,Slow
243,ORD1243,CUST181,2023-05-01 02:52:00,Potatoes,Vegetables,4,248.37,Bangalore,74.69,Delivered,993.48,2,Monday,May,No,Night,Yes,Slow
244,ORD1244,CUST412,2023-12-02 16:13:00,Potatoes,Vegetables,4,319.58,Pune,53.58,Delivered,1278.32,16,Saturday,December,Yes,Afternoon,Yes,Slow
245,ORD1245,CUST242,2023-01-18 01:59:00,Rice,Grains,4,145.51,Chennai,69.9,Delivered,582.04,1,Wednesday,January,No,Night,Yes,Slow
246,ORD1246,CUST153,2023-09-30 12:18:00,Bananas,Fruits,2,345.04,Bangalore,0.0,Cancelled,690.08,12,Saturday,September,Yes,Afternoon,Yes,Fast
247,ORD1247,CUST149,2023-04-11 06:38:00,Bananas,Fruits,1,416.05,Mumbai,0.0,Cancelled,416.05,6,Tuesday,April,No,Morning,No,Fast
248,ORD1248,CUST110,2023-02-25 14:39:00,Bananas,Fruits,4,202.68,Chennai,29.86,Delivered,810.72,14,Saturday,February,Yes,Afternoon,Yes,Fast
249,ORD1249,CUST417,2023-12-27 15:50:00,Shampoo,Personal Care,5,397.82,Delhi,62.3,Delivered,1989.1,15,Wednesday,December,No,Afternoon,Yes,Slow
250,ORD1250,CUST162,2023-02-16 15:07:00,Bananas,Fruits,4,384.54,Hyderabad,80.71,Delivered,1538.16,15,Thursday,February,No,Afternoon,Yes,Slow
251,ORD1251,CUST362,2023-02-11 09:33:00,Bread,Bakery,1,24.26,Hyderabad,0.0,Returned,24.26,9,Saturday,February,Yes,Morning,No,Fast
252,ORD1252,CUST153,2023-04-26 16:53:00,Potatoes,Vegetables,2,485.03,Pune,45.53,Delivered,970.06,16,Wednesday,April,No,Afternoon,Yes,Slow
253,ORD1253,CUST215,2023-02-11 23:24:00,Chicken,Meat,3,186.65,Chennai,72.44,Delivered,559.95,23,Saturday,February,Yes,Night,Yes,Slow
254,ORD1254,CUST230,2023-09-12 23:47:00,Milk,Dairy,5,405.95,Bangalore,14.38,Delivered,2029.75,23,Tuesday,September,No,Night,Yes,Fast
255,ORD1255,CUST361,2023-01-30 13:58:00,Rice,Grains,4,374.37,Pune,0.0,Returned,1497.48,13,Monday,January,No,Afternoon,Yes,Fast
256,ORD1256,CUST122,2023-07-04 09:25:00,Milk,Dairy,1,437.57,Kolkata,52.17,Delivered,437.57,9,Tuesday,July,No,Morning,No,Slow
257,ORD1257,CUST198,2023-03-10 19:20:00,Shampoo,Personal Care,3,99.64,Kolkata,0.0,Returned,298.92,19,Friday,March,No,Evening,No,Fast
258,ORD1258,CUST126,2023-07-25 03:52:00,Bananas,Fruits,4,232.9,Chennai,36.84,Delivered,931.6,3,Tuesday,July,No,Night,Yes,Slow
259,ORD1259,CUST196,2023-05-11 11:48:00,Butter,Dairy,5,75.16,Kolkata,0.0,Returned,375.79999999999995,11,Thursday,May,No,Morning,No,Fast
260,ORD1260,CUST154,2023-05-22 02:44:00,Potatoes,Vegetables,5,140.28,Bangalore,0.0,Returned,701.4,2,Monday,May,No,Night,Yes,Fast
261,ORD1261,CUST347,2023-10-25 09:34:00,Apples,Fruits,2,72.64,Hyderabad,21.71,Delivered,145.28,9,Wednesday,October,No,Morning,No,Fast
262,ORD1262,CUST136,2023-09-02 11:27:00,Onions,Vegetables,2,105.04,Pune,82.97,Delivered,210.08,11,Saturday,September,Yes,Morning,No,Slow
263,ORD1263,CUST172,2023-11-20 10:13:00,Butter,Dairy,4,229.5,Delhi,86.88,Delivered,918.0,10,Monday,November,No,Morning,Yes,Slow
264,ORD1264,CUST220,2023-11-06 05:40:00,Chicken,Meat,2,249.7,Chennai,0.0,Cancelled,499.4,5,Monday,November,No,Morning,No,Fast
265,ORD1265,CUST362,2023-09-16 16:39:00,Bread,Bakery,4,53.07,Hyderabad,0.0,Cancelled,212.28,16,Saturday,September,Yes,Afternoon,No,Fast
266,ORD1266,CUST495,2023-01-04 10:10:00,Toothpaste,Personal Care,5,260.14,Hyderabad,0.0,Cancelled,1300.6999999999998,10,Wednesday,January,No,Morning,Yes,Fast
267,ORD1267,CUST276,2023-03-19 04:25:00,Rice,Grains,3,388.29,Pune,12.57,Delivered,1164.8700000000001,4,Sunday,March,Yes,Night,Yes,Fast
268,ORD1268,CUST499,2023-04-23 13:53:00,Milk,Dairy,1,319.54,Chennai,28.24,Delivered,319.54,13,Sunday,April,Yes,Afternoon,No,Fast
269,ORD1269,CUST207,2023-06-09 04:14:00,Bread,Bakery,4,252.31,Delhi,47.04,Delivered,1009.24,4,Friday,June,No,Night,Yes,Slow
270,ORD1270,CUST181,2023-12-27 02:29:00,Wheat Flour,Grains,4,466.99,Bangalore,71.53,Delivered,1867.96,2,Wednesday,December,No,Night,Yes,Slow
271,ORD1271,CUST195,2023-09-29 04:48:00,Toothpaste,Personal Care,5,379.82,Bangalore,42.0,Delivered,1899.1,4,Friday,September,No,Night,Yes,Slow
272,ORD1272,CUST390,2023-08-11 21:50:00,Fish,Meat,5,171.67,Bangalore,14.38,Delivered,858.3499999999999,21,Friday,August,No,Night,Yes,Fast
273,ORD1273,CUST257,2023-11-04 16:15:00,Chicken,Meat,5,481.79,Mumbai,74.03,Delivered,2408.9500000000003,16,Saturday,November,Yes,Afternoon,Yes,Slow
274,ORD1274,CUST130,2023-07-19 04:46:00,Apples,Fruits,2,288.92,Mumbai,87.83,Delivered,577.84,4,Wednesday,July,No,Night,Yes,Slow
275,ORD1275,CUST322,2023-06-06 19:10:00,Apples,Fruits,1,83.88,Kolkata,40.52,Delivered,83.88,19,Tuesday,June,No,Evening,No,Slow
276,ORD1276,CUST435,2023-04-03 23:43:00,Wheat Flour,Grains,2,137.53,Hyderabad,76.63,Delivered,275.06,23,Monday,April,No,Night,No,Slow
277,ORD1277,CUST106,2023-07-23 20:19:00,Bananas,Fruits,1,213.53,Kolkata,49.7,Delivered,213.53,20,Sunday,July,Yes,Evening,No,Slow
278,ORD1278,CUST391,2023-03-30 00:07:00,Tomatoes,Vegetables,1,463.91,Pune,11.07,Delivered,463.91,0,Thursday,March,No,Night,No,Fast
279,ORD1279,CUST366,2023-02-21 01:15:00,Eggs,Dairy,1,212.25,Hyderabad,67.94,Delivered,212.25,1,Tuesday,February,No,Night,No,Slow
280,ORD1280,CUST440,2023-02-09 04:54:00,Chicken,Meat,3,208.08,Bangalore,58.8,Delivered,624.24,4,Thursday,February,No,Night,Yes,Slow
281,ORD1281,CUST458,2023-03-11 07:10:00,Toothpaste,Personal Care,1,206.3,Delhi,53.55,Delivered,206.3,7,Saturday,March,Yes,Morning,No,Slow
282,ORD1282,CUST496,2023-10-12 00:29:00,Tomatoes,Vegetables,2,266.98,Bangalore,84.59,Delivered,533.96,0,Thursday,October,No,Night,Yes,Slow
283,ORD1283,CUST397,2023-11-21 13:50:00,Eggs,Dairy,2,251.02,Bangalore,43.78,Delivered,502.04,13,Tuesday,November,No,Afternoon,Yes,Slow
284,ORD1284,CUST205,2023-07-30 08:35:00,Shampoo,Personal Care,5,53.53,Pune,89.11,Delivered,267.65,8,Sunday,July,Yes,Morning,No,Slow
285,ORD1285,CUST182,2023-11-24 17:41:00,Tomatoes,Vegetables,5,469.44,Kolkata,0.0,Returned,2347.2,17,Friday,November,No,Evening,Yes,Fast
286,ORD1286,CUST112,2023-12-08 01:18:00,Bananas,Fruits,1,172.62,Pune,0.0,Returned,172.62,1,Friday,December,No,Night,No,Fast
287,ORD1287,CUST178,2023-10-27 13:39:00,Bread,Bakery,1,134.82,Kolkata,23.92,Delivered,134.82,13,Friday,October,No,Afternoon,No,Fast
288,ORD1288,CUST265,2023-01-03 07:47:00,Onions,Vegetables,3,46.74,Chennai,89.13,Delivered,140.22,7,Tuesday,January,No,Morning,No,Slow
289,ORD1289,CUST262,2023-03-04 02:14:00,Tomatoes,Vegetables,3,291.42,Mumbai,40.22,Delivered,874.26,2,Saturday,March,Yes,Night,Yes,Slow
290,ORD1290,CUST109,2023-01-25 16:49:00,Toothpaste,Personal Care,3,64.18,Mumbai,27.22,Delivered,192.54000000000002,16,Wednesday,January,No,Afternoon,No,Fast
291,ORD1291,CUST227,2023-04-04 08:40:00,Butter,Dairy,2,310.34,Pune,0.0,Cancelled,620.68,8,Tuesday,April,No,Morning,Yes,Fast
292,ORD1292,CUST276,2023-07-15 02:22:00,Milk,Dairy,2,104.82,Hyderabad,0.0,Returned,209.64,2,Saturday,July,Yes,Night,No,Fast
293,ORD1293,CUST336,2023-03-20 10:15:00,Potatoes,Vegetables,2,22.14,Delhi,32.97,Delivered,44.28,10,Monday,March,No,Morning,No,Slow
294,ORD1294,CUST365,2023-05-26 18:08:00,Bread,Bakery,4,66.97,Delhi,42.43,Delivered,267.88,18,Friday,May,No,Evening,No,Slow
295,ORD1295,CUST258,2023-02-01 09:50:00,Rice,Grains,2,106.31,Delhi,0.0,Returned,212.62,9,Wednesday,February,No,Morning,No,Fast
296,ORD1296,CUST159,2023-04-06 14:46:00,Onions,Vegetables,2,32.76,Chennai,43.94,Delivered,65.52,14,Thursday,April,No,Afternoon,No,Slow
297,ORD1297,CUST382,2023-04-25 11:19:00,Fish,Meat,1,249.82,Mumbai,58.8,Delivered,249.82,11,Tuesday,April,No,Morning,No,Slow
298,ORD1298,CUST342,2023-07-30 02:52:00,Chicken,Meat,1,212.73,Delhi,25.21,Delivered,212.73,2,Sunday,July,Yes,Night,No,Fast
299,ORD1299,CUST435,2023-12-30 10:35:00,Wheat Flour,Grains,5,99.34,Delhi,61.19,Delivered,496.70000000000005,10,Saturday,December,Yes,Morning,No,Slow
300,ORD1300,CUST340,2023-08-06 22:04:00,Shampoo,Personal Care,5,198.42,Delhi,73.16,Delivered,992.0999999999999,22,Sunday,August,Yes,Night,Yes,Slow
301,ORD1301,CUST161,2023-02-12 03:01:00,Eggs,Dairy,2,259.32,Bangalore,59.39,Delivered,518.64,3,Sunday,February,Yes,Night,Yes,Slow
302,ORD1302,CUST374,2023-10-04 21:21:00,Toothpaste,Personal Care,5,231.59,Chennai,66.74,Delivered,1157.95,21,Wednesday,October,No,Night,Yes,Slow
303,ORD1303,CUST166,2023-05-09 03:11:00,Toothpaste,Personal Care,5,313.97,Chennai,61.5,Delivered,1569.8500000000001,3,Tuesday,May,No,Night,Yes,Slow
304,ORD1304,CUST246,2023-11-17 02:22:00,Apples,Fruits,2,104.45,Mumbai,56.35,Delivered,208.9,2,Friday,November,No,Night,No,Slow
305,ORD1305,CUST342,2023-02-10 05:44:00,Eggs,Dairy,5,461.94,Chennai,12.16,Delivered,2309.7,5,Friday,February,No,Morning,Yes,Fast
306,ORD1306,CUST409,2023-05-19 22:54:00,Apples,Fruits,3,379.83,Delhi,42.94,Delivered,1139.49,22,Friday,May,No,Night,Yes,Slow
307,ORD1307,CUST438,2023-08-04 11:11:00,Apples,Fruits,1,493.14,Pune,76.34,Delivered,493.14,11,Friday,August,No,Morning,No,Slow
308,ORD1308,CUST418,2023-02-09 17:47:00,Shampoo,Personal Care,4,235.71,Chennai,72.94,Delivered,942.84,17,Thursday,February,No,Evening,Yes,Slow
309,ORD1309,CUST459,2023-12-15 14:08:00,Onions,Vegetables,1,162.97,Pune,36.8,Delivered,162.97,14,Friday,December,No,Afternoon,No,Slow
310,ORD1310,CUST470,2023-01-05 01:40:00,Milk,Dairy,5,395.83,Mumbai,22.47,Delivered,1979.1499999999999,1,Thursday,January,No,Night,Yes,Fast
311,ORD1311,CUST146,2023-09-19 15:48:00,Potatoes,Vegetables,4,209.67,Kolkata,73.25,Delivered,838.68,15,Tuesday,September,No,Afternoon,Yes,Slow
312,ORD1312,CUST412,2023-03-14 12:47:00,Rice,Grains,5,208.52,Chennai,37.08,Delivered,1042.6000000000001,12,Tuesday,March,No,Afternoon,Yes,Slow
313,ORD1313,CUST138,2023-02-15 14:23:00,Apples,Fruits,5,201.99,Chennai,40.26,Delivered,1009.95,14,Wednesday,February,No,Afternoon,Yes,Slow
314,ORD1314,CUST172,2023-06-26 18:36:00,Wheat Flour,Grains,5,200.83,Hyderabad,0.0,Cancelled,1004.1500000000001,18,Monday,June,No,Evening,Yes,Fast
315,ORD1315,CUST412,2023-07-04 11:13:00,Wheat Flour,Grains,4,118.08,Delhi,76.08,Delivered,472.32,11,Tuesday,July,No,Morning,No,Slow
316,ORD1316,CUST223,2023-05-21 01:32:00,Bananas,Fruits,5,387.37,Delhi,0.0,Returned,1936.85,1,Sunday,May,Yes,Night,Yes,Fast
317,ORD1317,CUST296,2023-02-06 16:16:00,Milk,Dairy,4,55.83,Pune,22.07,Delivered,223.32,16,Monday,February,No,Afternoon,No,Fast
318,ORD1318,CUST175,2023-07-29 19:05:00,Butter,Dairy,1,36.25,Mumbai,0.0,Cancelled,36.25,19,Saturday,July,Yes,Evening,No,Fast
319,ORD1319,CUST474,2023-03-18 04:35:00,Tomatoes,Vegetables,3,268.53,Hyderabad,73.61,Delivered,805.5899999999999,4,Saturday,March,Yes,Night,Yes,Slow
320,ORD1320,CUST471,2023-03-23 02:51:00,Bananas,Fruits,3,202.29,Delhi,71.54,Delivered,606.87,2,Thursday,March,No,Night,Yes,Slow
321,ORD1321,CUST123,2023-10-26 11:33:00,Onions,Vegetables,3,367.96,Bangalore,21.77,Delivered,1103.8799999999999,11,Thursday,October,No,Morning,Yes,Fast
322,ORD1322,CUST377,2023-06-07 21:06:00,Potatoes,Vegetables,1,108.39,Bangalore,32.25,Delivered,108.39,21,Wednesday,June,No,Night,No,Slow
323,ORD1323,CUST142,2023-03-17 07:10:00,Fish,Meat,1,210.25,Kolkata,37.09,Delivered,210.25,7,Friday,March,No,Morning,No,Slow
324,ORD1324,CUST498,2023-07-31 08:20:00,Eggs,Dairy,4,58.35,Bangalore,0.0,Cancelled,233.4,8,Monday,July,No,Morning,No,Fast
325,ORD1325,CUST458,2023-06-21 16:47:00,Eggs,Dairy,4,265.86,Bangalore,42.36,Delivered,1063.44,16,Wednesday,June,No,Afternoon,Yes,Slow
326,ORD1326,CUST373,2023-04-06 21:51:00,Eggs,Dairy,2,187.55,Delhi,70.41,Delivered,375.1,21,Thursday,April,No,Night,No,Slow
